# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "gene_id" "-a" "data/raw_external/NCTC8325.gff3.gz" "-o" "results/tables/counts.tsv" "intermediate/SRR935090.sorted.bam" "intermediate/SRR935091.sorted.bam" "intermediate/SRR935092.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	intermediate/SRR935090.sorted.bam	intermediate/SRR935091.sorted.bam	intermediate/SRR935092.sorted.bam
SAOUHSC_01281	Chromosome	1238640	1238873	+	234	0	0	0
SAOUHSC_01282	Chromosome	1239095	1239571	-	477	2	1	7
SAOUHSC_01283	Chromosome	1239683	1240921	+	1239	3	2	3
SAOUHSC_01284	Chromosome	1240940	1242178	+	1239	2	6	3
SAOUHSC_01285	Chromosome	1242421	1242789	+	369	13	1	8
SAOUHSC_01287	Chromosome	1242808	1244148	+	1341	48	3	44
SAOUHSC_01288	Chromosome	1244641	1244838	+	198	1	0	0
SAOUHSC_01289	Chromosome	1245527	1245751	+	225	0	0	0
SAOUHSC_01290	Chromosome	1246045	1246251	+	207	0	0	0
SAOUHSC_01291	Chromosome	1246952	1247062	+	111	0	0	0
SAOUHSC_01292	Chromosome	1247490	1247675	+	186	0	0	0
SAOUHSC_01293	Chromosome	1248187	1248291	+	105	0	0	0
SAOUHSC_01294	Chromosome	1248246	1248419	+	174	0	0	0
SAOUHSC_01295	Chromosome	1248420	1248671	+	252	0	0	0
SAOUHSC_01296	Chromosome	1248717	1249301	+	585	0	0	3
SAOUHSC_01297	Chromosome	1249422	1249670	+	249	0	0	0
SAOUHSC_01298	Chromosome	1249705	1249827	+	123	0	0	0
SAOUHSC_01299	Chromosome	1249800	1249901	+	102	0	0	0
SAOUHSC_01300	Chromosome	1249947	1250213	+	267	0	0	0
SAOUHSC_01301	Chromosome	1250210	1250347	+	138	0	0	0
SAOUHSC_01302	Chromosome	1250550	1250684	+	135	0	0	2
SAOUHSC_01303	Chromosome	1250775	1251065	+	291	1	0	0
SAOUHSC_01304	Chromosome	1251076	1251270	+	195	0	1	1
SAOUHSC_01305	Chromosome	1251320	1251661	+	342	1	0	0
SAOUHSC_01306	Chromosome	1251668	1251859	+	192	0	0	0
SAOUHSC_01307	Chromosome	1252408	1253433	-	1026	1	0	0
SAOUHSC_01309	Chromosome	1253699	1254025	-	327	0	0	0
SAOUHSC_01310	Chromosome	1253958	1255439	+	1482	2	0	5
SAOUHSC_01311	Chromosome	1255614	1256522	+	909	0	0	0
SAOUHSC_01312	Chromosome	1256491	1257222	+	732	0	0	1
SAOUHSC_01313	Chromosome	1257226	1258317	+	1092	2	0	3
SAOUHSC_01314	Chromosome	1258314	1258916	+	603	0	0	0
SAOUHSC_01315	Chromosome	1259029	1259217	-	189	0	0	1
SAOUHSC_01316	Chromosome	1259356	1259889	+	534	2	0	2
SAOUHSC_01317	Chromosome	1260032	1260886	-	855	3	0	7
SAOUHSC_01318	Chromosome	1261217	1261792	+	576	1	0	1
SAOUHSC_01319	Chromosome	1261846	1263228	-	1383	0	0	0
SAOUHSC_01320	Chromosome	1263419	1264699	+	1281	1	2	0
SAOUHSC_01321	Chromosome	1264705	1265766	+	1062	1	0	0
SAOUHSC_01322	Chromosome	1265768	1266682	+	915	2	0	0
SAOUHSC_01323	Chromosome	1266740	1267543	+	804	1	1	3
SAOUHSC_01324	Chromosome	1267836	1268150	-	315	2	2	5
SAOUHSC_01325	Chromosome	1268125	1268229	-	105	0	0	0
SAOUHSC_01326	Chromosome	1268368	1269822	-	1455	19	1	7
SAOUHSC_01327	Chromosome	1270122	1271543	+	1422	30	15	13
SAOUHSC_01328	Chromosome	1271634	1271783	+	150	7	4	18
SAOUHSC_01329	Chromosome	1272237	1272506	+	270	0	0	3
SAOUHSC_01330	Chromosome	1272663	1273640	+	978	5	1	0
SAOUHSC_01331	Chromosome	1273637	1273741	-	105	0	0	1
SAOUHSC_01332	Chromosome	1273815	1274678	+	864	8	1	6
SAOUHSC_01333	Chromosome	1275058	1275681	-	624	4	2	3
SAOUHSC_01334	Chromosome	1275824	1276057	+	234	0	1	0
SAOUHSC_01336	Chromosome	1276193	1276432	+	240	1	3	2
SAOUHSC_01337	Chromosome	1276664	1278541	+	1878	27	38	82
SAOUHSC_01338	Chromosome	1278774	1279061	+	288	2	0	16
SAOUHSC_01339	Chromosome	1279048	1279146	+	99	0	0	0
SAOUHSC_01340	Chromosome	1279279	1279707	+	429	1	1	6
SAOUHSC_01341	Chromosome	1279831	1280952	+	1122	0	1	1
SAOUHSC_01342	Chromosome	1280956	1283799	+	2844	1	3	2
SAOUHSC_01343	Chromosome	1283879	1283986	+	108	0	0	1
SAOUHSC_01344	Chromosome	1284016	1284504	+	489	14	4	16
SAOUHSC_01346	Chromosome	1284623	1286269	+	1647	46	23	45
SAOUHSC_01347	Chromosome	1287161	1289866	+	2706	7	4	14
SAOUHSC_01348	Chromosome	1290046	1290513	+	468	1	2	2
SAOUHSC_01349	Chromosome	1290720	1291016	-	297	2	0	2
SAOUHSC_01350	Chromosome	1291392	1292000	-	609	5	1	7
SAOUHSC_01351	Chromosome	1292206	1294197	+	1992	6	1	23
SAOUHSC_01352	Chromosome	1294197	1296599	+	2403	11	10	20
SAOUHSC_01353	Chromosome	1296727	1296825	-	99	1	0	2
SAOUHSC_01354	Chromosome	1296849	1298309	+	1461	11	5	21
SAOUHSC_01356	Chromosome	1298809	1299660	+	852	3	4	4
SAOUHSC_01357	Chromosome	1299635	1299802	+	168	1	0	0
SAOUHSC_01358	Chromosome	1299795	1301003	+	1209	10	9	7
SAOUHSC_01359	Chromosome	1301484	1304006	+	2523	4	9	10
SAOUHSC_01360	Chromosome	1304209	1304718	-	510	10	2	0
SAOUHSC_01361	Chromosome	1304855	1305838	+	984	5	2	10
SAOUHSC_01362	Chromosome	1305926	1306111	-	186	3	2	2
SAOUHSC_01363	Chromosome	1306259	1307521	+	1263	0	0	3
SAOUHSC_01364	Chromosome	1307658	1308749	-	1092	2	0	6
SAOUHSC_01365	Chromosome	1308914	1309945	+	1032	1	0	3
SAOUHSC_01366	Chromosome	1310437	1311843	+	1407	1	1	0
SAOUHSC_01367	Chromosome	1311840	1312406	+	567	0	0	0
SAOUHSC_01368	Chromosome	1312412	1313410	+	999	0	0	0
SAOUHSC_01369	Chromosome	1313412	1314194	+	783	0	0	0
SAOUHSC_01370	Chromosome	1314194	1314826	+	633	0	0	0
SAOUHSC_01371	Chromosome	1314819	1316033	+	1215	0	1	0
SAOUHSC_01372	Chromosome	1316026	1316754	+	729	0	0	0
SAOUHSC_01373	Chromosome	1317076	1318338	+	1263	7	8	18
SAOUHSC_01374	Chromosome	1318357	1319616	+	1260	12	5	28
SAOUHSC_01375	Chromosome	1320299	1321066	+	768	2	2	2
SAOUHSC_01376	Chromosome	1321114	1321587	-	474	0	0	3
SAOUHSC_01377	Chromosome	1321711	1322412	-	702	0	0	0
SAOUHSC_01378	Chromosome	1322405	1323178	-	774	2	0	1
SAOUHSC_01379	Chromosome	1323165	1323995	-	831	0	0	2
SAOUHSC_01380	Chromosome	1323988	1324974	-	987	1	2	0
SAOUHSC_01381	Chromosome	1325145	1325330	-	186	0	0	0
SAOUHSC_01382	Chromosome	1325278	1325622	-	345	0	0	1
SAOUHSC_01383	Chromosome	1325827	1327641	+	1815	17	3	11
SAOUHSC_01384	Chromosome	1327781	1328422	-	642	0	0	0
SAOUHSC_01385	Chromosome	1328429	1329280	-	852	0	0	0
SAOUHSC_01386	Chromosome	1329327	1330244	-	918	0	0	0
SAOUHSC_01387	Chromosome	1330246	1331172	-	927	0	0	1
SAOUHSC_01388	Chromosome	1331232	1331339	-	108	0	0	0
SAOUHSC_01389	Chromosome	1331363	1332346	-	984	0	0	0
SAOUHSC_A01332	Chromosome	1332694	1332855	-	162	0	0	0
SAOUHSC_01390	Chromosome	1332886	1333182	+	297	0	0	0
SAOUHSC_01391	Chromosome	1333318	1334220	-	903	4	2	7
SAOUHSC_01392	Chromosome	1334367	1335968	+	1602	10	4	19
SAOUHSC_01394	Chromosome	1336828	1338033	+	1206	0	0	0
SAOUHSC_01395	Chromosome	1338097	1339086	+	990	1	0	0
SAOUHSC_01396	Chromosome	1339088	1339975	+	888	0	1	1
SAOUHSC_01397	Chromosome	1340002	1340694	+	693	1	0	0
SAOUHSC_01398	Chromosome	1340721	1341440	+	720	0	0	0
SAOUHSC_01399	Chromosome	1341583	1342734	+	1152	1	1	0
SAOUHSC_01400	Chromosome	1342739	1343824	+	1086	0	1	1
SAOUHSC_01401	Chromosome	1343814	1345079	+	1266	4	0	4
SAOUHSC_01402	Chromosome	1345319	1345720	-	402	0	0	0
SAOUHSC_01403	Chromosome	1345917	1346117	-	201	50	6	99
SAOUHSC_01404	Chromosome	1346152	1346340	+	189	2	0	2
SAOUHSC_01405	Chromosome	1346288	1346596	-	309	0	0	1
SAOUHSC_01406	Chromosome	1346759	1347028	+	270	0	0	1
SAOUHSC_01407	Chromosome	1347047	1347676	+	630	1	0	3
SAOUHSC_01408	Chromosome	1347708	1348844	+	1137	3	1	5
SAOUHSC_01409	Chromosome	1348900	1349016	-	117	0	0	1
SAOUHSC_01410	Chromosome	1349111	1349503	-	393	0	0	0
SAOUHSC_01411	Chromosome	1349856	1351199	-	1344	6	1	8
SAOUHSC_01412	Chromosome	1351424	1353310	-	1887	2	3	6
SAOUHSC_01413	Chromosome	1353324	1354115	-	792	1	1	1
SAOUHSC_01414	Chromosome	1354296	1354631	-	336	0	1	2
SAOUHSC_01415	Chromosome	1354528	1355337	-	810	4	2	2
SAOUHSC_01416	Chromosome	1355917	1357185	-	1269	3	7	2
SAOUHSC_01418	Chromosome	1357199	1359997	-	2799	6	4	11
SAOUHSC_01419	Chromosome	1360281	1361636	-	1356	4	1	2
SAOUHSC_01420	Chromosome	1361633	1362292	-	660	0	0	1
SAOUHSC_01421	Chromosome	1362554	1362685	-	132	0	0	0
SAOUHSC_01422	Chromosome	1362762	1362962	-	201	0	0	0
SAOUHSC_01423	Chromosome	1363079	1363693	-	615	3	0	3
SAOUHSC_01424	Chromosome	1363710	1364780	-	1071	3	5	2
SAOUHSC_01425	Chromosome	1364792	1365301	-	510	0	0	0
SAOUHSC_01427	Chromosome	1365701	1367191	-	1491	3	0	7
SAOUHSC_01428	Chromosome	1367130	1367285	+	156	0	0	0
SAOUHSC_01429	Chromosome	1367383	1367604	-	222	1	0	1
SAOUHSC_01430	Chromosome	1367604	1368104	-	501	5	4	6
SAOUHSC_01431	Chromosome	1368116	1368544	-	429	8	1	6
SAOUHSC_01432	Chromosome	1368537	1369070	-	534	6	2	9
SAOUHSC_01433	Chromosome	1369156	1369995	-	840	2	1	3
SAOUHSC_01434	Chromosome	1370010	1370489	-	480	2	1	3
SAOUHSC_01435	Chromosome	1370689	1371645	-	957	3	0	0
SAOUHSC_01436	Chromosome	1372069	1372506	-	438	1	0	5
SAOUHSC_01437	Chromosome	1372522	1373646	-	1125	2	2	7
SAOUHSC_01438	Chromosome	1373684	1373935	-	252	0	3	1
SAOUHSC_01439	Chromosome	1373947	1374168	-	222	1	0	2
SAOUHSC_01440	Chromosome	1374386	1375090	+	705	1	0	1
SAOUHSC_01441	Chromosome	1375155	1375286	-	132	0	0	2
SAOUHSC_01442	Chromosome	1375528	1375701	-	174	0	0	0
SAOUHSC_01443	Chromosome	1375631	1376032	+	402	1	0	0
SAOUHSC_01447	Chromosome	1376091	1404698	-	28608	2	2	2
SAOUHSC_01448	Chromosome	1405096	1406487	-	1392	0	0	0
SAOUHSC_01450	Chromosome	1406644	1407966	-	1323	0	0	0
SAOUHSC_01451	Chromosome	1407997	1409037	-	1041	0	0	0
SAOUHSC_01452	Chromosome	1409132	1410250	-	1119	0	0	0
SAOUHSC_01454	Chromosome	1410725	1411603	-	879	0	2	0
SAOUHSC_01455	Chromosome	1411623	1415063	-	3441	5	10	12
SAOUHSC_01456	Chromosome	1415367	1416707	+	1341	1	0	0
SAOUHSC_01458	Chromosome	1416796	1416948	+	153	0	0	0
SAOUHSC_01459	Chromosome	1416913	1417245	-	333	1	0	3
SAOUHSC_01460	Chromosome	1417329	1418474	-	1146	4	0	7
EBG00001047198	Chromosome	1418683	1419062	+	380	148	155	215
SAOUHSC_01462	Chromosome	1419125	1419469	-	345	8	2	9
SAOUHSC_01463	Chromosome	1419483	1420046	-	564	7	0	9
SAOUHSC_01464	Chromosome	1420039	1420389	-	351	0	0	3
SAOUHSC_01465	Chromosome	1420444	1420620	-	177	0	0	0
SAOUHSC_01466	Chromosome	1420878	1421555	+	678	2	13	14
SAOUHSC_01467	Chromosome	1421552	1423735	+	2184	50	50	77
SAOUHSC_01468	Chromosome	1424301	1424642	-	342	4	1	2
SAOUHSC_01469	Chromosome	1424647	1425306	-	660	4	0	4
SAOUHSC_01470	Chromosome	1425296	1425982	-	687	0	1	3
SAOUHSC_01471	Chromosome	1426310	1427602	-	1293	17	0	32
SAOUHSC_01472	Chromosome	1427924	1430617	-	2694	7	0	14
SAOUHSC_01473	Chromosome	1430641	1431612	-	972	0	1	2
SAOUHSC_01474	Chromosome	1431599	1432699	-	1101	0	1	1
SAOUHSC_01475	Chromosome	1432806	1433948	-	1143	2	0	3
SAOUHSC_01476	Chromosome	1434189	1434506	-	318	1	0	1
SAOUHSC_01477	Chromosome	1434843	1435523	-	681	43	10	79
SAOUHSC_01478	Chromosome	1435595	1436182	-	588	4	1	2
SAOUHSC_01479	Chromosome	1436172	1436747	-	576	1	1	2
SAOUHSC_01480	Chromosome	1436761	1437864	-	1104	10	6	10
SAOUHSC_01481	Chromosome	1438012	1439310	-	1299	4	4	4
SAOUHSC_01482	Chromosome	1439320	1440384	-	1065	3	1	4
SAOUHSC_01483	Chromosome	1440410	1441576	-	1167	1	3	0
SAOUHSC_01484	Chromosome	1441962	1442162	-	201	0	0	0
SAOUHSC_01485	Chromosome	1442371	1442802	-	432	1	0	2
SAOUHSC_01486	Chromosome	1442912	1443856	-	945	5	1	9
SAOUHSC_01487	Chromosome	1443873	1444475	-	603	1	4	4
SAOUHSC_01488	Chromosome	1444601	1445173	-	573	1	1	5
SAOUHSC_01489	Chromosome	1445100	1445414	+	315	0	0	0
SAOUHSC_01490	Chromosome	1445604	1445876	-	273	23	30	62
EBG00001047260	Chromosome	1445639	1445786	-	148	0	0	0
SAOUHSC_01491	Chromosome	1446047	1447045	-	999	5	37	8
SAOUHSC_01492	Chromosome	1447062	1448372	-	1311	12	50	19
SAOUHSC_01493	Chromosome	1448594	1449769	-	1176	12	6	21
SAOUHSC_A01436	Chromosome	1450026	1450217	-	192	0	0	0
SAOUHSC_01494	Chromosome	1450171	1450308	+	138	0	0	0
SAOUHSC_01495	Chromosome	1450334	1450450	-	117	1	0	0
SAOUHSC_01496	Chromosome	1450481	1451032	-	552	1	0	7
SAOUHSC_01497	Chromosome	1451217	1452185	+	969	1	0	7
SAOUHSC_01499	Chromosome	1452300	1453286	-	987	0	1	1
SAOUHSC_01500	Chromosome	1453447	1453563	-	117	0	0	0
SAOUHSC_01501	Chromosome	1453688	1455148	-	1461	12	1	11
SAOUHSC_01502	Chromosome	1455301	1456680	-	1380	0	0	1
SAOUHSC_01503	Chromosome	1456670	1457623	-	954	2	1	2
SAOUHSC_01504	Chromosome	1457755	1457979	+	225	4	1	6
SAOUHSC_01505	Chromosome	1458085	1458630	-	546	6	0	9
SAOUHSC_01507	Chromosome	1458909	1459028	-	120	0	0	0
SAOUHSC_01508	Chromosome	1459227	1460141	-	915	1	0	1
SAOUHSC_01510	Chromosome	1460156	1460362	-	207	1	0	0
SAOUHSC_01511	Chromosome	1460355	1461245	-	891	1	0	1
SAOUHSC_01512	Chromosome	1461363	1462280	-	918	0	0	0
SAOUHSC_01513	Chromosome	1462371	1462718	-	348	0	0	2
SAOUHSC_01514	Chromosome	1462963	1463799	-	837	0	0	0
SAOUHSC_A01455	Chromosome	1464035	1464217	-	183	0	0	0
SAOUHSC_01515	Chromosome	1464415	1465869	-	1455	0	0	0
SAOUHSC_01516	Chromosome	1465880	1466182	-	303	0	0	0
SAOUHSC_01517	Chromosome	1466318	1466617	-	300	0	0	0
SAOUHSC_01518	Chromosome	1466663	1466827	-	165	0	0	0
SAOUHSC_01519	Chromosome	1466820	1467209	-	390	0	0	0
SAOUHSC_01520	Chromosome	1467209	1468675	-	1467	0	0	0
SAOUHSC_01521	Chromosome	1468675	1470585	-	1911	0	0	0
SAOUHSC_01522	Chromosome	1470601	1470891	-	291	0	0	0
SAOUHSC_01523	Chromosome	1470891	1472474	-	1584	0	0	0
SAOUHSC_01524	Chromosome	1472483	1473307	-	825	0	0	0
SAOUHSC_01525	Chromosome	1473307	1479507	-	6201	0	0	0
SAOUHSC_01526	Chromosome	1479521	1479679	-	159	0	0	0
SAOUHSC_01527	Chromosome	1479721	1480071	-	351	0	0	0
SAOUHSC_01528	Chromosome	1480129	1480584	-	456	0	0	0
SAOUHSC_01529	Chromosome	1480676	1481317	-	642	0	0	0
SAOUHSC_01530	Chromosome	1481352	1481747	-	396	0	0	0
SAOUHSC_01531	Chromosome	1481748	1482149	-	402	0	0	0
SAOUHSC_01532	Chromosome	1482146	1482478	-	333	0	0	0
SAOUHSC_01533	Chromosome	1482490	1482768	-	279	0	0	0
SAOUHSC_01535	Chromosome	1482837	1484000	-	1164	0	0	0
SAOUHSC_01536	Chromosome	1484012	1484785	-	774	0	0	0
SAOUHSC_01537	Chromosome	1484769	1486007	-	1239	0	0	0
SAOUHSC_01538	Chromosome	1486012	1487703	-	1692	0	0	0
SAOUHSC_01539	Chromosome	1487693	1487998	-	306	0	0	0
SAOUHSC_01540	Chromosome	1488120	1488434	-	315	0	0	0
SAOUHSC_01541	Chromosome	1488591	1489028	-	438	0	0	0
SAOUHSC_01542	Chromosome	1489041	1490408	-	1368	0	0	0
SAOUHSC_01543	Chromosome	1490389	1490679	-	291	0	0	0
SAOUHSC_01544	Chromosome	1490813	1490917	+	105	0	0	0
SAOUHSC_01545	Chromosome	1491020	1491310	-	291	0	0	0
SAOUHSC_01546	Chromosome	1491243	1491503	-	261	0	0	0
SAOUHSC_01547	Chromosome	1491472	1493469	-	1998	0	0	0
SAOUHSC_01548	Chromosome	1493521	1493721	-	201	0	0	0
SAOUHSC_01549	Chromosome	1493789	1493956	-	168	0	0	0
SAOUHSC_01550	Chromosome	1493944	1494144	-	201	0	0	0
SAOUHSC_01551	Chromosome	1494119	1494307	-	189	0	0	0
SAOUHSC_01552	Chromosome	1494344	1494886	-	543	0	0	0
SAOUHSC_01553	Chromosome	1494891	1495127	-	237	0	0	0
SAOUHSC_01554	Chromosome	1495120	1495428	-	309	0	0	0
SAOUHSC_01555	Chromosome	1495425	1495772	-	348	0	0	0
SAOUHSC_01556	Chromosome	1495769	1496170	-	402	0	0	0
SAOUHSC_01557	Chromosome	1496173	1496379	-	207	0	0	0
SAOUHSC_01558	Chromosome	1496393	1496635	-	243	0	0	0
SAOUHSC_01559	Chromosome	1496650	1496850	-	201	0	0	0
SAOUHSC_01560	Chromosome	1496853	1497110	-	258	0	0	0
SAOUHSC_01561	Chromosome	1497110	1497511	-	402	0	0	0
SAOUHSC_01562	Chromosome	1497511	1497696	-	186	0	0	0
SAOUHSC_01563	Chromosome	1497709	1499661	-	1953	0	0	0
SAOUHSC_01565	Chromosome	1499730	1500287	-	558	0	0	0
SAOUHSC_01566	Chromosome	1500313	1501479	-	1167	0	0	0
SAOUHSC_01567	Chromosome	1501476	1501838	-	363	0	0	0
SAOUHSC_01568	Chromosome	1501853	1502176	-	324	0	0	0
SAOUHSC_01569	Chromosome	1502255	1502416	-	162	0	0	0
SAOUHSC_01570	Chromosome	1502429	1502692	-	264	0	0	0
SAOUHSC_01571	Chromosome	1502717	1502932	-	216	0	0	0
SAOUHSC_01572	Chromosome	1502987	1503352	+	366	0	0	0
SAOUHSC_01573	Chromosome	1503321	1503566	-	246	0	0	0
SAOUHSC_01574	Chromosome	1503582	1503845	-	264	0	0	0
SAOUHSC_A01514	Chromosome	1503842	1504015	-	174	0	0	0
SAOUHSC_01575	Chromosome	1503978	1504691	+	714	0	0	0
SAOUHSC_01576	Chromosome	1504707	1505639	+	933	0	0	0
SAOUHSC_01577	Chromosome	1505645	1505986	+	342	0	0	0
SAOUHSC_01578	Chromosome	1506145	1506372	+	228	0	0	0
SAOUHSC_01579	Chromosome	1506409	1506555	+	147	0	0	0
SAOUHSC_01580	Chromosome	1506552	1507166	-	615	0	0	0
SAOUHSC_01582	Chromosome	1507292	1508497	+	1206	0	0	0
SAOUHSC_01583	Chromosome	1508540	1510567	-	2028	3	1	2
SAOUHSC_01584	Chromosome	1510560	1511429	-	870	1	0	2
SAOUHSC_01585	Chromosome	1511734	1513485	-	1752	3	13	9
SAOUHSC_01586	Chromosome	1513466	1514191	-	726	5	11	8
SAOUHSC_01587	Chromosome	1514324	1515061	-	738	7	8	1
SAOUHSC_01588	Chromosome	1515054	1515596	-	543	3	7	1
SAOUHSC_01589	Chromosome	1515589	1516320	-	732	4	7	6
SAOUHSC_01590	Chromosome	1516412	1516918	+	507	0	0	0
SAOUHSC_01591	Chromosome	1516996	1517883	-	888	2	2	9
SAOUHSC_01592	Chromosome	1517932	1518381	-	450	4	1	4
SAOUHSC_01593	Chromosome	1518486	1519028	-	543	1	0	2
SAOUHSC_01594	Chromosome	1519110	1520018	+	909	2	3	8
SAOUHSC_01595	Chromosome	1520234	1520482	-	249	0	0	1
SAOUHSC_01596	Chromosome	1520498	1521253	-	756	0	0	1
SAOUHSC_01597	Chromosome	1521425	1522210	+	786	1	1	6
SAOUHSC_01598	Chromosome	1522315	1523235	-	921	3	5	3
SAOUHSC_01599	Chromosome	1523548	1525032	+	1485	16	3	23
SAOUHSC_01600	Chromosome	1525235	1526128	+	894	4	0	12
SAOUHSC_01601	Chromosome	1526211	1527860	-	1650	1	0	0
SAOUHSC_01602	Chromosome	1527876	1528895	-	1020	0	2	0
SAOUHSC_01603	Chromosome	1528896	1529150	-	255	0	0	0
SAOUHSC_01604	Chromosome	1529089	1529460	-	372	2	1	1
SAOUHSC_01605	Chromosome	1529679	1531085	-	1407	22	22	52
SAOUHSC_01606	Chromosome	1531153	1532286	-	1134	0	6	6
SAOUHSC_01607	Chromosome	1532549	1532728	+	180	0	0	2
SAOUHSC_01608	Chromosome	1532809	1532901	+	93	0	0	0
SAOUHSC_01609	Chromosome	1532855	1533835	-	981	4	3	9
SAOUHSC_01610	Chromosome	1533849	1534286	-	438	0	0	8
SAOUHSC_01611	Chromosome	1534637	1535911	-	1275	5	1	23
SAOUHSC_01612	Chromosome	1535924	1536907	-	984	7	1	8
SAOUHSC_01613	Chromosome	1536907	1537899	-	993	10	4	9
SAOUHSC_01614	Chromosome	1537915	1539336	-	1422	9	2	13
SAOUHSC_01615	Chromosome	1539487	1541166	-	1680	11	1	9
SAOUHSC_01617	Chromosome	1541182	1541634	-	453	2	0	3
SAOUHSC_01618	Chromosome	1542066	1542947	-	882	3	1	17
SAOUHSC_01619	Chromosome	1542925	1543155	-	231	1	0	6
SAOUHSC_01620	Chromosome	1543148	1544485	-	1338	9	1	17
SAOUHSC_01621	Chromosome	1544502	1544891	-	390	4	1	5
SAOUHSC_01622	Chromosome	1544951	1545313	-	363	5	0	3
SAOUHSC_01623	Chromosome	1545328	1546683	-	1356	10	1	17
SAOUHSC_01624	Chromosome	1546683	1547147	-	465	5	1	13
SAOUHSC_01625	Chromosome	1547621	1548178	-	558	23	2	44
SAOUHSC_01626	Chromosome	1548204	1549265	-	1062	3	2	17
SAOUHSC_01627	Chromosome	1549370	1549951	+	582	2	1	4
SAOUHSC_01628	Chromosome	1549965	1550183	+	219	0	1	3
SAOUHSC_01629	Chromosome	1550247	1551077	-	831	0	2	9
SAOUHSC_01630	Chromosome	1551235	1551621	+	387	5	1	14
SAOUHSC_01632	Chromosome	1551986	1553458	-	1473	2	5	6
SAOUHSC_01633	Chromosome	1553451	1554797	-	1347	0	2	1
SAOUHSC_01634	Chromosome	1554817	1555908	-	1092	2	1	1
SAOUHSC_01635	Chromosome	1556067	1556591	-	525	1	0	1
SAOUHSC_01636	Chromosome	1556581	1556727	-	147	0	0	0
SAOUHSC_01637	Chromosome	1556824	1557198	-	375	0	0	0
SAOUHSC_01638	Chromosome	1557239	1557559	-	321	0	0	0
SAOUHSC_01639	Chromosome	1557525	1557971	-	447	0	0	0
SAOUHSC_01640	Chromosome	1557949	1558260	-	312	0	0	0
SAOUHSC_01641	Chromosome	1558274	1559194	-	921	0	0	0
SAOUHSC_01643	Chromosome	1559316	1560290	-	975	0	0	0
SAOUHSC_01644	Chromosome	1560342	1560965	-	624	3	1	6
SAOUHSC_01645	Chromosome	1560962	1561291	-	330	1	0	2
SAOUHSC_01646	Chromosome	1561291	1562277	-	987	5	1	3
SAOUHSC_01647	Chromosome	1562274	1562477	-	204	0	0	1
SAOUHSC_01648	Chromosome	1562458	1562910	-	453	1	0	2
SAOUHSC_01649	Chromosome	1562911	1563921	-	1011	0	0	2
SAOUHSC_01650	Chromosome	1563933	1564472	-	540	0	0	1
SAOUHSC_01651	Chromosome	1564681	1564830	-	150	3	7	18
SAOUHSC_01652	Chromosome	1564943	1567018	-	2076	5	1	10
SAOUHSC_01653	Chromosome	1567139	1567738	-	600	21	15	53
SAOUHSC_01655	Chromosome	1568014	1568424	-	411	0	0	1
SAOUHSC_01656	Chromosome	1568411	1569274	-	864	5	2	3
SAOUHSC_01657	Chromosome	1569316	1570101	-	786	5	2	4
SAOUHSC_01658	Chromosome	1570227	1571117	-	891	7	1	2
SAOUHSC_01659	Chromosome	1571127	1572473	-	1347	6	6	17
SAOUHSC_01660	Chromosome	1572587	1573687	-	1101	3	0	3
SAOUHSC_01661	Chromosome	1573690	1574367	-	678	0	1	1
SAOUHSC_01662	Chromosome	1574498	1575604	-	1107	12	3	21
SAOUHSC_01663	Chromosome	1575828	1577627	-	1800	16	3	21
SAOUHSC_01664	Chromosome	1577688	1578506	-	819	0	4	5
SAOUHSC_01665	Chromosome	1578517	1579056	-	540	0	0	3
SAOUHSC_01666	Chromosome	1579475	1580866	+	1392	25	15	55
SAOUHSC_01667	Chromosome	1581016	1581762	-	747	1	2	5
SAOUHSC_01668	Chromosome	1581790	1582464	-	675	2	6	4
SAOUHSC_01669	Chromosome	1582589	1582765	+	177	0	0	0
SAOUHSC_01670	Chromosome	1582690	1583094	-	405	0	0	0
SAOUHSC_01671	Chromosome	1583105	1583449	-	345	1	2	0
SAOUHSC_01672	Chromosome	1583452	1583919	-	468	2	0	4
SAOUHSC_01673	Chromosome	1583920	1584867	-	948	1	0	1
SAOUHSC_01675	Chromosome	1585171	1585869	-	699	15	8	19
SAOUHSC_01676	Chromosome	1585886	1586875	-	990	18	6	29
SAOUHSC_01677	Chromosome	1586893	1587576	-	684	25	3	17
SAOUHSC_01678	Chromosome	1587820	1587996	-	177	28	6	82
SAOUHSC_01679	Chromosome	1588289	1589635	-	1347	8	14	15
SAOUHSC_01680	Chromosome	1589642	1590394	-	753	1	2	3
SAOUHSC_01681	Chromosome	1590396	1591334	-	939	3	14	16
SAOUHSC_01682	Chromosome	1591338	1592477	-	1140	4	4	12
SAOUHSC_01683	Chromosome	1592613	1594445	-	1833	36	40	122
SAOUHSC_01684	Chromosome	1594514	1595140	-	627	12	13	26
SAOUHSC_01685	Chromosome	1595172	1596149	-	978	12	9	44
SAOUHSC_01686	Chromosome	1596250	1597374	-	1125	0	3	3
SAOUHSC_01687	Chromosome	1597626	1597754	-	129	0	1	0
SAOUHSC_01688	Chromosome	1597937	1599760	-	1824	2	8	13
SAOUHSC_01689	Chromosome	1600106	1600357	+	252	19	3	74
SAOUHSC_01690	Chromosome	1600402	1601376	-	975	2	4	1
